Name,Raw count,Avg. weight,Viability Ceiling,Abilities,Items,Spreads,Moves,Teammates,Checks and Counters
Indeedee, 12767                       , 0.000238831024189         , 86                  ,"['Psychic Surge 99.996%', 'Synchronize  0.004%', 'Inner Focus  0.000%']","['Terrain Extender 63.510%', 'Choice Scarf 20.456%', 'Choice Specs 13.386%', 'Other  2.649%']","['Timid:0/0/0/252/4/252 84.067%', 'Modest:0/0/0/252/4/252  4.358%', 'Timid:0/0/0/252/0/252  4.078%', 'Timid:0/0/4/252/0/252  2.500%', 'Other  4.996%']","['Mystical Fire 98.483%', 'Expanding Force 94.330%', 'Dazzling Gleam 85.141%', 'Future Sight 60.660%', 'Trick 24.295%', 'Hyper Voice 12.592%', 'Shadow Ball  6.781%', 'Other 17.716%']","['Alakazam +63.467%', 'Scolipede +60.416%', 'Dragonite +53.785%', 'Magnezone +52.528%', 'Landorus-Therian +32.763%', 'Terrakion +6.679%', 'Hawlucha +5.931%', 'Mimikyu +3.743%', 'Carbink +3.666%', 'Vanilluxe +3.526%', 'Zarude +3.315%', 'Cramorant +2.674%']",[]
Archeops, 10698                       , 0.000273213990123         , 80                  ,['Defeatist 100.000%'],"['Power Herb 85.398%', 'Focus Sash  5.638%', 'Grassy Seed  2.878%', 'Leftovers  1.754%', 'Other  4.331%']","['Timid:0/0/0/252/4/252 43.139%', 'Timid:36/0/72/248/0/152 33.365%', 'Jolly:0/252/0/0/4/252 11.302%', 'Timid:0/0/4/252/0/252  5.475%', 'Careful:0/252/0/0/2/252  1.754%', 'Other  4.965%']","['Meteor Beam 85.398%', 'Earth Power 84.174%', 'Air Slash 81.107%', 'Focus Blast 74.383%', 'Acrobatics  8.716%', 'Heat Wave  8.433%', 'Earthquake  7.226%', 'Endeavor  6.223%', 'Head Smash  6.117%', 'Stealth Rock  5.664%', 'Taunt  5.520%', 'Stone Edge  4.768%', 'Roost  4.161%', 'Other 18.110%']","['Bisharp +70.504%', 'Zapdos-Galar +69.414%', 'Dragonite +65.650%', 'Skarmory +64.135%', 'Zeraora +63.119%', 'Metagross +5.851%', 'Umbreon +5.553%', 'Ribombee +4.674%', 'Salazzle +4.614%', 'Mamoswine +3.754%', 'Mudsdale +1.745%', 'Aggron +1.571%']",[]
Talonflame, 18539                       , 0.000160191562022         , 84                  ,"['Flame Body 77.238%', 'Gale Wings 22.762%']","['Heavy-Duty Boots 86.030%', 'Choice Band  7.515%', 'Life Orb  3.595%', 'Other  2.859%']","['Impish:252/0/252/0/4/0 38.059%', 'Jolly:92/136/0/0/112/168 33.011%', 'Jolly:0/252/0/0/4/252 10.670%', 'Adamant:4/252/0/0/0/252  4.833%', 'Jolly:4/252/0/0/0/252  1.819%', 'Adamant:252/0/0/0/0/252  1.591%', 'Other 10.017%']","['Roost 86.711%', 'Flare Blitz 82.021%', 'Defog 75.985%', 'U-turn 51.148%', 'Brave Bird 33.408%', 'Toxic 33.267%', 'Swords Dance  9.350%', 'Dual Wingbeat  7.000%', 'Facade  4.258%', 'Other 16.852%']","['Aurorus +35.856%', 'Scolipede +35.779%', 'Polteageist +35.608%', 'Diggersby +35.514%', 'Claydol +33.714%', 'Lapras +33.477%', 'Virizion +33.360%', 'Heliolisk +33.213%', 'Aromatisse +33.003%', 'Lycanroc +32.958%', 'Gengar +3.688%', 'Lurantis +3.041%']",[]
Aerodactyl, 14678                       , 0.000185799974484         , 76                  ,"['Unnerve 73.414%', 'Pressure 17.257%', 'Rock Head  9.329%']","['Focus Sash 91.572%', 'Choice Band  2.510%', 'Life Orb  2.382%', 'Other  3.537%']","['Jolly:0/252/0/0/4/252 65.056%', 'Jolly:4/252/0/0/0/252 20.086%', 'Jolly:0/252/4/0/0/252  6.847%', 'Adamant:0/252/0/0/4/252  3.414%', 'Other  4.597%']","['Stealth Rock 88.647%', 'Stone Edge 83.197%', 'Dual Wingbeat 65.786%', 'Taunt 56.705%', 'Earthquake 49.333%', 'Fire Fang  7.847%', 'Tailwind  6.587%', 'Rain Dance  5.396%', 'Rock Tomb  5.301%', 'Ice Fang  5.078%', 'Dragon Dance  4.620%', 'Roost  4.287%', 'Other 17.217%']","['Mimikyu +52.750%', 'Ditto +43.621%', 'Whimsicott +35.930%', 'Espeon +35.835%', 'Volcarona +33.938%', 'Rotom-Heat +24.254%', 'Cloyster +9.602%', 'Kommo-o +8.366%', 'Stoutland +5.837%', 'Gigalith +5.832%', 'Ferrothorn +5.443%', 'Ludicolo +4.923%']",[]
Golisopod, 16041                       , 0.00018451948061          , 78                  ,['Emergency Exit 100.000%'],"['Choice Band 47.175%', 'Heavy-Duty Boots 24.394%', 'Sitrus Berry 11.410%', 'Life Orb  6.578%', 'Leftovers  4.689%', 'Assault Vest  3.521%', 'Other  2.234%']","['Adamant:252/252/0/0/4/0 54.522%', 'Adamant:252/252/4/0/0/0 16.930%', 'Adamant:172/252/0/0/0/84  5.298%', 'Adamant:196/252/0/0/0/60  3.790%', 'Brave:248/252/8/0/0/0  2.688%', 'Impish:248/8/252/0/0/0  2.352%', 'Other 14.420%']","['First Impression 97.758%', 'Aqua Jet 76.957%', 'Liquidation 74.414%', 'Sucker Punch 45.516%', 'Knock Off 25.778%', 'Spikes 23.861%', 'Leech Life 19.896%', 'Close Combat 11.383%', 'Razor Shell  9.163%', 'Other 15.273%']","['Umbreon +38.097%', 'Salamence +31.353%', 'Nidoking +23.954%', 'Golurk +21.105%', 'Mamoswine +19.769%', 'Gyarados +12.317%', 'Cradily +10.949%', 'Necrozma +8.879%', 'Latios +8.320%', 'Porygon2 +7.255%', 'Metagross +6.409%', 'Incineroar +4.684%']",[]
Durant, 10486                       , 0.000240195587191         , 79                  ,"['Hustle 90.766%', 'Truant  8.966%', 'Swarm  0.269%']","['Life Orb 67.166%', 'Choice Band 17.285%', 'Focus Sash 10.052%', 'Choice Scarf  3.274%', 'Other  2.222%']","['Jolly:0/252/0/0/0/252 71.612%', 'Jolly:0/252/0/0/4/252 12.665%', 'Jolly:4/252/0/0/0/252 10.577%', 'Lonely:0/252/0/0/0/252  4.248%', 'Other  0.897%']","['Iron Head 95.488%', 'Superpower 83.531%', 'Hone Claws 71.590%', 'Thunder Fang 66.583%', 'First Impression 17.497%', 'X-Scissor 10.679%', 'Rock Slide 10.264%', 'Entrainment  8.890%', 'Stomping Tantrum  8.600%', 'Crunch  7.897%', 'Other 18.981%']","['Togekiss +64.026%', 'Kommo-o +63.890%', 'Crawdaunt +61.291%', 'Toxapex +48.907%', 'Dragapult +36.405%', 'Moltres +8.898%', 'Obstagoon +8.787%', 'Mamoswine +7.650%', 'Araquanid +6.218%', 'Butterfree +6.137%', 'Frosmoth +6.021%', 'Shuckle +5.919%']",[]
Manectric, 5639                        , 0.000479323609856         , 76                  ,"['Lightning Rod 99.299%', 'Static  0.701%', 'Minus  0.000%']","['Ring Target 93.862%', 'Focus Sash  3.032%', 'Other  3.107%']","['Timid:0/0/0/252/4/252 96.846%', 'Other  3.154%']","['Volt Switch 99.987%', 'Flamethrower 94.255%', 'Switcheroo 94.000%', 'Thunder Wave 87.817%', 'Thunderbolt  7.051%', 'Other 16.890%']","['Regieleki +86.465%', 'Latios +76.948%', 'Tapu Koko +76.774%', 'Clefable +52.350%', 'Landorus-Therian +43.262%', 'Magneton +3.234%', 'Entei +2.828%', 'Lucario +2.763%', 'Lycanroc-Dusk +2.734%', 'Metagross +1.543%', 'Zoroark +0.974%', 'Politoed +0.810%']",[]
Claydol, 7370                        , 0.000358929098568         , 84                  ,['Levitate 100.000%'],"['Leftovers 71.611%', 'Sitrus Berry 15.857%', 'Colbur Berry  6.484%', 'Terrain Extender  2.392%', 'Other  3.656%']","['Calm:252/0/180/0/20/56 36.384%', 'Bold:252/0/120/0/0/136 21.033%', 'Calm:252/0/0/0/252/0 18.391%', 'Calm:252/0/0/4/252/0 10.819%', 'Modest:252/0/0/252/4/0  3.292%', 'Bold:248/0/252/0/0/0  1.366%', 'Other  8.716%']","['Stealth Rock 92.684%', 'Earth Power 59.924%', 'Rapid Spin 59.476%', 'Psychic 40.914%', 'Teleport 37.768%', 'Ice Beam 30.437%', 'Scorching Sands 24.478%', 'Psyshock 22.473%', 'Reflect 12.219%', 'Other 19.627%']","['Talonflame +37.161%', 'Aromatisse +36.379%', 'Heliolisk +36.350%', 'Lycanroc +36.331%', 'Virizion +36.317%', 'Milotic +26.679%', 'Metagross +21.498%', 'Sableye +20.997%', 'Gardevoir +20.958%', 'Articuno-Galar +18.374%', 'Zapdos-Galar +15.094%', 'Crawdaunt +14.498%']",[]
Flygon, 14527                       , 0.000197996628368         , 81                  ,['Levitate 100.000%'],"['Lum Berry 32.356%', 'Leftovers 28.451%', 'Heavy-Duty Boots 13.459%', 'Life Orb  8.347%', 'Focus Sash  7.393%', 'Rocky Helmet  4.523%', 'Choice Scarf  2.665%', 'Other  2.806%']","['Jolly:4/252/0/0/0/252 31.850%', 'Jolly:248/0/0/0/8/252 14.853%', 'Adamant:252/116/0/0/124/16 13.031%', 'Careful:248/0/0/0/188/72 12.510%', 'Adamant:0/252/0/0/4/252  8.497%', 'Timid:4/0/0/252/0/252  5.525%', 'Other 13.735%']","['Earthquake 92.435%', 'U-turn 53.518%', 'Roost 46.499%', 'Dragon Dance 42.919%', 'Fire Punch 36.016%', 'Outrage 33.302%', 'Defog 29.969%', 'Toxic 24.373%', 'Iron Tail  7.060%', 'Earth Power  6.616%', 'Draco Meteor  6.606%', 'Dragon Claw  6.075%', 'Other 14.612%']","['Obstagoon +34.714%', 'Hatterene +29.692%', 'Inteleon +27.688%', 'Arcanine +27.626%', 'Wigglytuff +14.845%', 'Exeggutor-Alola +14.828%', 'Venusaur +14.474%', 'Torkoal +14.220%', 'Entei +12.949%', 'Dragapult +12.164%', 'Primarina +9.937%', 'Espeon +6.827%']",[]
Roserade, 23946                       , 0.000120989394977         , 77                  ,"['Natural Cure 54.472%', 'Poison Point 43.124%', 'Technician  2.404%']","['Focus Sash 46.760%', 'Life Orb 22.095%', 'Black Sludge 19.688%', 'Choice Scarf  7.541%', 'Other  3.916%']","['Timid:0/0/0/252/4/252 68.618%', 'Timid:0/0/4/252/0/252  8.928%', 'Modest:0/0/0/252/4/252  5.180%', 'Timid:4/0/0/252/0/252  3.017%', 'Calm:252/0/0/0/252/4  2.662%', 'Modest:0/0/0/252/0/252  2.556%', 'Other  9.039%']","['Sludge Bomb 96.601%', 'Spikes 78.735%', 'Leaf Storm 72.604%', 'Sleep Powder 70.409%', 'Giga Drain 19.694%', 'Shadow Ball 12.819%', 'Dazzling Gleam  9.350%', 'Toxic  9.099%', 'Toxic Spikes  6.380%', 'Extrasensory  6.345%', 'Other 17.964%']","['Lucario +36.362%', 'Milotic +27.433%', 'Rotom-Heat +26.767%', 'Togekiss +26.458%', 'Spiritomb +25.876%', 'Urshifu-Rapid-Strike +23.404%', 'Bisharp +15.421%', 'Kartana +12.489%', 'Tyrantrum +11.134%', 'Porygon2 +8.328%', 'Marowak-Alola +8.174%', 'Garchomp +8.019%']",[]
Eldegoss, 4225                        , 0.00057248703122          , 76                  ,"['Regenerator 99.379%', 'Effect Spore  0.364%', 'Cotton Down  0.257%']","['Leftovers 95.715%', 'Other  4.285%']","['Impish:252/0/252/0/4/0 87.454%', 'Calm:252/0/0/0/200/56  6.503%', 'Bold:252/0/252/0/4/0  1.528%', 'Other  4.515%']","['Rapid Spin 99.608%', 'Aromatherapy 97.529%', 'Leech Seed 93.378%', 'Worry Seed 87.454%', 'Giga Drain  9.457%', 'Other 12.574%']","['Pyukumuku +85.412%', 'Chansey +81.152%', 'Hippowdon +78.702%', 'Skarmory +77.421%', 'Toxapex +71.286%', 'Ditto +6.559%', 'Mimikyu +6.363%', 'Rotom-Wash +4.608%', 'Reuniclus +3.318%', 'Cofagrigus +1.487%', 'Articuno +0.878%']",[]
Registeel, 12891                       , 0.00019085933502          , 80                  ,"['Clear Body 99.849%', 'Light Metal  0.151%']","['Leftovers 91.219%', 'Rocky Helmet  3.585%', 'Chesto Berry  2.009%', 'Other  3.188%']","['Bold:252/0/252/0/0/0 23.400%', 'Careful:252/4/0/0/252/0 13.492%', 'Impish:4/0/252/0/0/252 11.127%', 'Impish:252/4/252/0/0/0  9.907%', 'Careful:252/0/4/0/252/0  6.952%', 'Impish:252/0/252/0/4/0  5.029%', 'Other 30.094%']","['Stealth Rock 69.471%', 'Body Press 50.099%', 'Seismic Toss 43.822%', 'Toxic 42.217%', 'Rest 35.223%', 'Thunder Wave 32.735%', 'Iron Defense 31.082%', 'Iron Head 15.910%', 'Ice Punch 13.112%', 'Rock Polish 12.845%', 'Heavy Slam 12.786%', 'Protect  8.252%', 'Amnesia  5.044%', 'Flash Cannon  4.795%', 'Earthquake  4.598%', 'Other 18.010%']","['Regieleki +36.895%', 'Salamence +23.093%', 'Excadrill +20.526%', 'Gardevoir +19.910%', 'Regidrago +18.127%', 'Regice +17.030%', 'Regirock +16.972%', 'Alakazam +16.544%', 'Regigigas +15.214%', 'Slowking-Galar +13.126%', 'Rotom-Wash +12.946%', 'Galvantula +10.866%']",[]
Aggron, 16647                       , 0.000148462168986         , 82                  ,"['Sturdy 72.627%', 'Rock Head 25.359%', 'Heavy Metal  2.014%']","['Custap Berry 64.386%', 'Choice Band 22.644%', 'Air Balloon  5.027%', 'Weakness Policy  1.423%', 'Assault Vest  1.206%', 'Leftovers  1.011%', 'Other  4.302%']","['Naughty:80/228/16/44/0/140 22.081%', 'Adamant:0/252/4/0/0/252 21.595%', 'Naughty:88/252/0/44/0/124 12.493%', 'Adamant:88/252/0/0/0/168  9.287%', 'Adamant:248/252/0/0/8/0  5.578%', 'Adamant:0/252/0/0/0/252  5.297%', 'Other 23.668%']","['Head Smash 86.320%', 'Endeavor 63.669%', 'Stealth Rock 44.161%', 'Ice Beam 38.521%', 'Fire Punch 31.727%', 'Taunt 20.266%', 'Heavy Slam 19.084%', 'Earthquake 14.380%', 'Superpower 11.881%', 'High Horsepower 11.855%', 'Body Press  8.964%', 'Metal Burst  6.487%', 'Rock Blast  4.772%', 'Steel Roller  4.548%', 'Thunder Wave  4.469%', 'Icy Wind  3.704%', 'Iron Head  3.510%', 'Ice Punch  2.939%', 'Other 18.745%']","['Umbreon +23.430%', 'Volcarona +21.419%', 'Nidoking +20.359%', 'Hippowdon +19.304%', 'Linoone +18.755%', 'Gardevoir +18.703%', 'Grimmsnarl +17.925%', 'Slowking-Galar +15.569%', 'Hydreigon +13.712%', 'Tapu Fini +13.253%', 'Tornadus-Therian +12.874%', 'Scizor +8.796%']",[]
Decidueye, 12599                       , 0.000198855498118         , 79                  ,"['Long Reach 91.673%', 'Overgrow  8.327%']","['Leftovers 59.855%', 'Life Orb 12.904%', 'Choice Band  8.988%', 'Heavy-Duty Boots  4.732%', 'Salac Berry  4.309%', 'Choice Scarf  3.762%', 'Weakness Policy  2.599%', 'Other  2.851%']","['Careful:252/4/0/0/252/0 46.412%', 'Adamant:68/252/0/0/0/188  8.808%', 'Jolly:0/252/0/0/4/252  7.611%', 'Impish:252/0/252/0/4/0  7.433%', 'Adamant:248/252/0/0/8/0  6.799%', 'Jolly:24/200/0/0/56/228  4.318%', 'Other 18.618%']","['Roost 58.316%', 'U-turn 53.030%', 'Defog 44.018%', 'Swords Dance 37.848%', 'Knock Off 36.942%', 'Leaf Blade 33.419%', 'Poltergeist 27.126%', 'Shadow Sneak 25.586%', 'Spirit Shackle 23.106%', 'Sucker Punch 19.159%', 'Curse 11.124%', 'Rest 10.928%', 'Other 19.398%']","['Pelipper +47.249%', 'Blastoise +39.980%', 'Tapu Koko +39.631%', 'Barraskewda +38.422%', 'Ferrothorn +28.086%', 'Kingdra +10.442%', 'Chansey +6.517%', 'Incineroar +5.926%', 'Primarina +5.499%', 'Urshifu-Rapid-Strike +5.364%', 'Kommo-o +4.397%', 'Blaziken +4.137%']",[]
Cradily, 9817                        , 0.000239325954128         , 74                  ,"['Storm Drain 97.356%', 'Suction Cups  2.644%']","['Leftovers 73.168%', 'Power Herb 18.119%', 'Assault Vest  5.585%', 'Other  3.128%']","['Modest:248/0/0/252/8/0 21.811%', 'Careful:252/4/0/0/252/0 19.891%', 'Calm:252/0/0/4/252/0 17.061%', 'Calm:252/0/4/0/252/0 14.691%', 'Calm:248/0/0/8/252/0  7.988%', 'Calm:252/0/0/164/92/0  7.730%', 'Other 10.827%']","['Recover 65.771%', 'Giga Drain 56.594%', 'Toxic 47.180%', 'Stealth Rock 40.752%', 'Leech Seed 35.745%', 'Mirror Coat 26.855%', 'Earth Power 25.166%', 'Meteor Beam 20.848%', 'Ancient Power 20.236%', 'Rock Blast 18.985%', 'Protect  7.162%', 'Substitute  6.295%', 'Energy Ball  5.012%', 'Rock Slide  4.790%', 'Other 18.609%']","['Whimsicott +18.745%', 'Rotom-Mow +18.715%', 'Gourgeist-Super +17.629%', 'Zarude +16.259%', 'Metagross +15.476%', 'Claydol +14.209%', 'Mamoswine +14.142%', 'Gardevoir +13.895%', 'Sableye +13.804%', 'Salamence +13.341%', 'Golisopod +13.254%', 'Golurk +13.253%']",[]
Lapras, 14838                       , 0.000158184812268         , 76                  ,"['Water Absorb 84.640%', 'Hydration 11.141%', 'Shell Armor  4.219%']","['Heavy-Duty Boots 46.170%', 'Leftovers 29.077%', 'Life Orb  8.498%', 'Assault Vest  7.992%', 'Weakness Policy  3.223%', 'Chesto Berry  1.908%', 'Other  3.133%']","['Modest:52/0/120/252/0/84 43.209%', 'Quiet:248/8/0/252/0/0  8.632%', 'Calm:248/0/124/0/136/0  8.004%', 'Modest:252/0/0/252/4/0  7.944%', 'Calm:252/0/0/16/240/0  6.553%', 'Modest:244/0/0/252/0/12  3.890%', 'Other 21.770%']","['Freeze-Dry 85.655%', 'Sparkling Aria 45.998%', 'Roar 44.662%', 'Heal Bell 31.741%', 'Toxic 27.255%', 'Thunderbolt 24.842%', 'Hydro Pump 21.053%', 'Whirlpool 19.416%', 'Perish Song 19.255%', 'Protect 18.537%', 'Surf 10.715%', 'Ice Shard  9.909%', 'Ice Beam  9.383%', 'Psychic  8.727%', 'Thunder  5.163%', 'Other 17.688%']","['Talonflame +41.957%', 'Aurorus +41.890%', 'Scolipede +41.812%', 'Polteageist +41.641%', 'Diggersby +41.542%', 'Mimikyu +14.168%', 'Pelipper +12.313%', 'Thundurus-Therian +8.870%', 'Kingdra +8.840%', 'Arcanine +8.609%', 'Duraludon +7.508%', 'Celesteela +7.121%']",[]
Kingler, 5725                        , 0.000400761931431         , 77                  ,"['Sheer Force 99.850%', 'Shell Armor  0.092%', 'Hyper Cutter  0.057%']","['Life Orb 98.008%', 'Other  1.992%']","['Jolly:0/252/4/0/0/252 41.945%', 'Adamant:0/252/0/0/4/252 39.869%', 'Adamant:4/252/0/0/0/252  9.328%', 'Jolly:0/252/0/0/4/252  3.907%', 'Other  4.951%']","['Liquidation 99.100%', 'Swords Dance 77.897%', 'Superpower 55.861%', 'Knock Off 53.854%', 'Agility 51.447%', 'High Horsepower 41.005%', 'Rock Slide 14.993%', 'Other  5.842%']","['Nidoking +40.140%', 'Heatran +33.441%', 'Mandibuzz +32.368%', 'Tapu Lele +32.170%', 'Klefki +30.253%', 'Ninetales-Alola +25.860%', 'Dragapult +24.866%', 'Hippowdon +24.725%', 'Tyranitar +21.563%', 'Weezing-Galar +9.039%', 'Obstagoon +8.616%', 'Grapploct +8.511%']",[]
Ninetales, 21061                       , 0.000103377074155         , 82                  ,"['Drought 97.186%', 'Flash Fire  2.814%']","['Heat Rock 55.787%', 'Choice Specs 24.075%', 'Heavy-Duty Boots 11.322%', 'Eject Button  1.544%', 'Air Balloon  1.311%', 'Leftovers  1.268%', 'Other  4.694%']","['Timid:0/0/0/252/4/252 82.744%', 'Modest:4/0/0/252/0/252  7.307%', 'Timid:248/0/32/0/0/230  1.543%', 'Timid:0/0/4/252/0/252  1.379%', 'Timid:4/0/0/252/0/252  1.255%', 'Bold:248/0/244/0/0/16  0.979%', 'Other  4.792%']","['Scorching Sands 50.251%', 'Flamethrower 43.447%', 'Solar Beam 42.557%', 'Overheat 38.969%', 'Energy Ball 33.998%', 'Extrasensory 29.802%', 'Nasty Plot 25.813%', 'Dark Pulse 24.485%', 'Weather Ball 20.281%', 'Mystical Fire 16.230%', 'Fire Blast 14.468%', 'Pain Split 14.158%', 'Calm Mind  7.640%', 'Foul Play  7.463%', 'Will-O-Wisp  5.985%', 'Memento  5.120%', 'Other 19.335%']","['Venusaur +45.359%', 'Tyranitar +24.619%', 'Torkoal +19.375%', 'Darmanitan +16.450%', 'Excadrill +14.311%', 'Tapu Fini +12.794%', 'Latios +11.997%', 'Charizard +8.040%', 'Blastoise +7.963%', 'Entei +7.425%', 'Steelix +7.219%', 'Raichu +7.178%']",[]
Regigigas, 9536                        , 0.000229509101496         , 81                  ,['Slow Start 100.000%'],"['Leftovers 94.497%', 'Life Orb  3.748%', 'Other  1.755%']","['Sassy:248/0/0/8/252/0 25.501%', 'Careful:252/0/4/0/252/0 21.370%', 'Adamant:248/252/0/0/8/0  9.414%', 'Adamant:224/252/0/0/4/28  8.159%', 'Jolly:4/252/0/0/0/252  6.911%', 'Careful:232/0/0/0/252/24  5.307%', 'Other 23.338%']","['Knock Off 61.330%', 'Body Slam 56.959%', 'Earthquake 48.645%', 'Protect 41.008%', 'Rest 35.881%', 'Substitute 29.588%', 'Icy Wind 29.489%', 'Sleep Talk 29.131%', 'Toxic 19.598%', 'Drain Punch  8.466%', 'Power-Up Punch  7.638%', 'Thunder Wave  5.323%', 'Giga Impact  4.441%', 'Darkest Lariat  4.017%', 'Other 18.486%']","['Glastrier +29.233%', 'Landorus-Therian +23.207%', 'Weavile +22.039%', 'Kartana +18.149%', 'Regirock +17.088%', 'Regice +16.885%', 'Registeel +16.870%', 'Regidrago +16.656%', 'Regieleki +12.908%', 'Rillaboom +9.176%', 'Dragapult +8.510%', 'Toxapex +8.013%']",[]
Diancie, 9318                        , 0.000231145792334         , 81                  ,['Clear Body 100.000%'],"['Leftovers 64.670%', 'Assault Vest 12.786%', 'Light Clay  8.660%', 'Weakness Policy  7.606%', 'Mental Herb  3.125%', 'Other  3.152%']","['Careful:252/0/48/0/208/0 22.421%', 'Quiet:252/0/0/252/4/0 19.045%', 'Impish:252/0/252/0/0/0  8.647%', 'Modest:252/0/0/4/0/252  7.350%', 'Timid:0/0/0/252/0/252  7.086%', 'Relaxed:224/148/0/96/0/40  6.657%', 'Other 28.795%']","['Diamond Storm 68.994%', 'Moonblast 56.259%', 'Earth Power 34.603%', 'Body Press 32.832%', 'Trick Room 24.370%', 'Rest 22.465%', 'Sleep Talk 22.421%', 'Power Gem 19.731%', 'Rock Polish 14.997%', 'Stealth Rock 14.445%', 'Heal Bell 12.317%', 'Mystical Fire 12.155%', 'Psychic 11.580%', 'Calm Mind 10.168%', 'Light Screen  8.735%', 'Ancient Power  8.060%', 'Stored Power  7.105%', 'Other 18.764%']","['Moltres +23.467%', 'Sandaconda +22.142%', 'Hatterene +20.082%', 'Hydreigon +19.026%', 'Shiinotic +19.011%', 'Comfey +19.005%', 'Klefki +18.636%', 'Kyurem +16.866%', 'Excadrill +15.320%', 'Latias +12.287%', 'Hawlucha +11.787%', 'Tapu Fini +11.684%']",[]
Cobalion, 6407                        , 0.000354116125737         , 82                  ,['Justified 100.000%'],"['Rocky Helmet 39.031%', 'Focus Sash 23.133%', 'Leftovers  9.881%', 'Weakness Policy  8.859%', 'Blunder Policy  5.222%', 'Shuca Berry  3.867%', 'Expert Belt  3.129%', 'Lum Berry  1.738%', 'Life Orb  1.198%', 'Other  3.943%']","['Jolly:0/252/0/0/4/252 39.905%', 'Timid:252/0/0/0/4/252 12.172%', 'Jolly:252/4/0/0/0/252 11.386%', 'Jolly:252/0/0/0/4/252 10.444%', 'Jolly:4/252/0/0/0/252  8.512%', 'Adamant:40/132/144/0/0/192  3.225%', 'Other 14.355%']","['Close Combat 86.124%', 'Iron Head 74.620%', 'Stealth Rock 69.452%', 'Volt Switch 35.229%', 'Taunt 34.482%', 'Toxic 22.623%', 'Swords Dance 15.589%', 'Thunder Wave 10.028%', 'Rock Polish  9.136%', 'Stone Edge  7.975%', 'Megahorn  6.834%', 'Calm Mind  5.463%', 'Brick Break  5.084%', 'Other 17.363%']","['Rillaboom +30.168%', 'Incineroar +25.735%', 'Moltres +25.001%', 'Nidoking +22.127%', 'Hawlucha +21.304%', 'Dhelmise +20.771%', 'Slowbro +17.830%', 'Tyranitar +12.215%', 'Latias +10.507%', 'Celesteela +9.939%', 'Toxapex +7.564%', 'Ninetales-Alola +6.318%']",[]
Ludicolo, 14056                       , 0.000150849581743         , 75                  ,"['Swift Swim 94.717%', 'Rain Dish  5.275%', 'Own Tempo  0.008%']","['Life Orb 82.986%', 'Leftovers  5.128%', 'Choice Specs  4.265%', 'Assault Vest  3.486%', 'Other  4.136%']","['Modest:0/0/0/252/4/252 62.366%', 'Modest:108/0/4/252/0/144  6.921%', 'Mild:4/0/0/252/0/252  6.600%', 'Modest:0/0/4/252/0/252  4.023%', 'Timid:0/0/4/252/0/252  3.628%', 'Hardy:252/0/228/28/0/0  2.896%', 'Other 13.566%']","['Ice Beam 91.640%', 'Giga Drain 84.149%', 'Focus Blast 62.207%', 'Weather Ball 49.748%', 'Hydro Pump 45.680%', 'Energy Ball 15.848%', 'Rain Dance 13.707%', 'Surf  8.261%', 'Scald  4.407%', 'Fake Out  4.303%', 'Leech Seed  3.646%', 'Other 16.404%']","['Pelipper +82.546%', 'Barraskewda +61.797%', 'Crawdaunt +35.379%', 'Ferrothorn +33.623%', 'Tornadus-Therian +27.707%', 'Kingdra +16.578%', 'Seismitoad +13.379%', 'Politoed +10.839%', 'Armaldo +8.622%', 'Tentacruel +8.083%', 'Aerodactyl +6.634%', 'Golduck +6.601%']",[]
Vikavolt, 11627                       , 0.000193099676663         , 79                  ,['Levitate 100.000%'],"['Heavy-Duty Boots 60.704%', 'Focus Sash 14.362%', 'Choice Specs 11.111%', 'Throat Spray  7.043%', 'Life Orb  5.788%', 'Other  0.992%']","['Bold:252/0/252/4/0/0 28.308%', 'Modest:252/0/0/252/4/0 14.486%', 'Modest:248/0/244/16/0/0 13.577%', 'Quiet:248/0/0/76/184/0 12.847%', 'Quiet:252/0/0/252/4/0  7.125%', 'Timid:0/0/0/252/0/252  6.946%', 'Other 16.709%']","['Volt Switch 84.425%', 'Bug Buzz 75.946%', 'Roost 67.067%', 'Sticky Web 66.282%', 'Energy Ball 54.549%', 'Thunderbolt 26.703%', 'Agility  7.098%', 'Other 17.930%']","['Bisharp +24.054%', 'Hatterene +17.358%', 'Slowbro +15.707%', 'Palossand +13.554%', 'Zapdos-Galar +12.147%', 'Aegislash +11.955%', 'Kartana +11.212%', 'Stakataka +10.972%', 'Victini +10.350%', 'Latios +10.157%', 'Conkeldurr +9.106%', 'Glastrier +7.509%']",[]
